=== Random forest categorical test | backend=ONNXRuntime ===

Category                                           | Type     | Expected | Pred     | Conf   | Time (ms) | Status
Product Review Submit (Text + Star rating)         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Wishlist Add Request                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Wishlist Add Request                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Compare Products Modal Access                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.90 | ✅
Compare Products Modal Access                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Store Locator Search (Zip codes)                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.69 | ✅
Store Locator Search (Zip codes)                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
Career Page (Job application submit)               | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
Career Page (Job application submit)               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
Support Ticket Attachments                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.98 | ✅
Support Ticket Attachments                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Live Chat Initiation                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.03 | ✅
Live Chat Initiation                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
RSS Feed Access                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.22 | ✅
RSS Feed Access                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
Podcast RSS Metadata                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.34 | ✅
Podcast RSS Metadata                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
E-book Kindle Delivery Request                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.22 | ✅
E-book Kindle Delivery Request                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Logout Confirmation Access                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Logout Confirmation Access                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
Test                                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Test                                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Test2                                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.32 | ✅
Test2                                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.21 | ✅
Test3                                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.79 | ✅
Test3                                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.43 | ✅
Only slash                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Only slash                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.25 | ✅
FP1                                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.69 | ✅
FP1                                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.15 | ✅
FP2                                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.14 | ✅
FP2                                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.18 | ✅
FP3                                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.67 | ✅
FP3                                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.49 | ✅
FP_PDF_2                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
FP_PDF_2                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
FP_PDF_3                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
FP_PDF_3                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.90 | ✅
FP_PDF_4                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
FP_PDF_4                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_5                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.91 | ✅
FP_PDF_5                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.13 | ✅
FP_PDF_6                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
FP_PDF_6                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_7                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
FP_PDF_7                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
FP_PDF_8                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.76 | ✅
FP_PDF_8                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_9                                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
FP_PDF_9                                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
FP_PDF_10                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
FP_PDF_10                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
FP_PDF_11                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
FP_PDF_11                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
FP_PDF_12                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
FP_PDF_12                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
FP_PDF_13                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
FP_PDF_13                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
FP_PDF_14                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.47 | ✅
FP_PDF_14                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.18 | ✅
FP_PDF_15                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.00 | ✅
FP_PDF_15                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_16                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
FP_PDF_16                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
FP_PDF_17                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.84 | ✅
FP_PDF_17                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
FP_PDF_18                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
FP_PDF_18                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.98 | ✅
FP_PDF_19                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
FP_PDF_19                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
FP_PDF_20                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
FP_PDF_20                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.54 | ✅
FP_PDF_21                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.20 | ✅
FP_PDF_21                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
FP_PDF_22                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.12 | ✅
FP_PDF_22                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
FP_PDF_23                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.01 | ✅
FP_PDF_23                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
FP_PDF_24                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
FP_PDF_24                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
FP_PDF_25                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
FP_PDF_25                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
FP_PDF_26                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_26                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
FP_PDF_27                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
FP_PDF_27                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.68 | ✅
FP_PDF_28                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
FP_PDF_28                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
FP_PDF_29                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
FP_PDF_29                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
FP_PDF_30                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
FP_PDF_30                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
FP_PDF_31                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_31                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
FP_PDF_32                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
FP_PDF_32                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.76 | ✅
FP_PDF_33                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.73 | ✅
FP_PDF_33                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.71 | ✅
FP_PDF_34                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_34                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
FP_PDF_35                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
FP_PDF_35                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
FP_PDF_36                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.73 | ✅
FP_PDF_36                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
FP_PDF_37                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
FP_PDF_37                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
FP_PDF_38                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.72 | ✅
FP_PDF_38                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.74 | ✅
FP_PDF_39                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.70 | ✅
FP_PDF_39                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.66 | ✅
FP_PDF_40                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.64 | ✅
FP_PDF_40                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.71 | ✅
FP_PDF_41                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
FP_PDF_41                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
FP_PDF_42                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
FP_PDF_42                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
FP_PDF_43                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
FP_PDF_43                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
FP_PDF_44                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
FP_PDF_44                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
FP_PDF_45                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.75 | ✅
FP_PDF_45                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.27 | ✅
FP_PDF_46                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
FP_PDF_46                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
FP_PDF_47                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
FP_PDF_47                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
Fix_Samples_1                                      | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.17 | ✅
Fix_Samples_1                                      | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.60 | ✅
FP_PDF_48                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.24 | ✅
FP_PDF_48                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.00 | ✅
FP_PDF_49                                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.92 | ✅
FP_PDF_49                                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.79 | ✅
FP_USER_50                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.49 | ✅
FP_USER_50                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.89 | ✅
FP_USER_51                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.51 | ✅
FP_USER_51                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.23 | ✅
FP_USER_52                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.12 | ✅
FP_USER_52                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.04 | ✅
FP_USER_53                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.47 | ✅
FP_USER_53                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.54 | ✅
FP_USER_54                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
FP_USER_54                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
FP_USER_55                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.93 | ✅
FP_USER_55                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.91 | ✅
FP_USER_56                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
FP_USER_56                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
FP_USER_57                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.62 | ✅
FP_USER_57                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.81 | ✅
FP_USER_58                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.66 | ✅
FP_USER_58                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.50 | ✅
FP_OAUTH_1                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     4.11 | ✅
FP_OAUTH_1                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
Benign Blog Post                                   | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
Benign Blog Post                                   | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Benign Search Query                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Benign Search Query                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Benign Comment                                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Benign Comment                                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Benign Tutorial                                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.85 | ✅
Benign Tutorial                                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Benign Asset                                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
Benign Asset                                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.78 | ✅
Benign NLP Query 1                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Benign NLP Query 1                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
Benign NLP Query 2                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.81 | ✅
Benign NLP Query 2                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Benign NLP Query 3                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.36 | ✅
Benign NLP Query 3                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.35 | ✅
Benign NLP Query 4                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
Benign NLP Query 4                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
Benign NLP Query 5                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
Benign NLP Query 5                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.40 | ✅
Benign NLP Query 6                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.61 | ✅
Benign NLP Query 6                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.09 | ✅
Benign NLP Query 7                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
Benign NLP Query 7                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.90 | ✅
Benign NLP Query 8                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Benign NLP Query 8                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Benign NLP Query 9                                 | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Benign NLP Query 9                                 | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign NLP Query 10                                | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
Benign NLP Query 10                                | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
FP_USER_59                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.36 | ✅
FP_USER_59                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.96 | ✅
FP_USER_60                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.57 | ✅
FP_USER_60                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.41 | ✅
FP_USER_61                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.29 | ✅
FP_USER_61                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.05 | ✅
FP_USER_62                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.47 | ✅
FP_USER_62                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.48 | ✅
FP_USER_63                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
FP_USER_63                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
FP_USER_64                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.11 | ✅
FP_USER_64                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.16 | ✅
FP_USER_65                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
FP_USER_65                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
FP_USER_66                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.17 | ✅
FP_USER_66                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.41 | ✅
FP_USER_67                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.23 | ✅
FP_USER_67                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.07 | ✅
Benign Alerting Webhook JSON                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.80 | ✅
Benign Alerting Webhook JSON                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.87 | ✅
Benign Alerting Webhook URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Benign Alerting Webhook URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign Alerting Webhook URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Benign Alerting Webhook URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Benign Metadata Fetch URL                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Benign Metadata Fetch URL                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
Benign Status Update URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.97 | ✅
Benign Status Update URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
Benign Telemetry URL                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
Benign Telemetry URL                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign Flash Sale URL                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Benign Flash Sale URL                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Benign Next Static Chunk URL                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.02 | ✅
Benign Next Static Chunk URL                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.93 | ✅
Benign Blocks Filter URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
Benign Blocks Filter URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.43 | ✅
Benign Category Listing URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.34 | ✅
Benign Category Listing URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.07 | ✅
Benign Category Listing URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.32 | ✅
Benign Category Listing URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
Benign Status Update URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
Benign Status Update URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.41 | ✅
Benign Category Page URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.52 | ✅
Benign Category Page URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.25 | ✅
Benign Login Return URL                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.20 | ✅
Benign Login Return URL                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.06 | ✅
Benign Placeholder Image URL                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.15 | ✅
Benign Placeholder Image URL                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.04 | ✅
Benign Status Update URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.00 | ✅
Benign Status Update URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
Benign Metadata Fetch URL                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Benign Metadata Fetch URL                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Benign Status Update URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Benign Status Update URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.32 | ✅
Benign Auth Login URL                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.49 | ✅
Benign Auth Login URL                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.40 | ✅
Benign EA Agent Logging URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.36 | ✅
Benign EA Agent Logging URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.03 | ✅
Benign Next Static Font URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.07 | ✅
Benign Next Static Font URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.92 | ✅
Benign Next Static Font URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Benign Next Static Font URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Benign Voucher Subchannels URL                     | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.94 | ✅
Benign Voucher Subchannels URL                     | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign Metadata Fetch URL                          | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign Metadata Fetch URL                          | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
Benign Next Static Font URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
Benign Next Static Font URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.77 | ✅
Benign Next Static Font URL                        | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
Benign Next Static Font URL                        | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.80 | ✅
Benign Placeholder Image URL                       | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.90 | ✅
Benign Placeholder Image URL                       | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
Benign Product Page URL                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.79 | ✅
Benign Product Page URL                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.83 | ✅
FP_USER_68                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.87 | ✅
FP_USER_68                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
FP_USER_69                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.99 | ✅
FP_USER_69                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.91 | ✅
Benign Auth Login URL                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.76 | ✅
Benign Auth Login URL                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.69 | ✅
Benign Empty State SVG URL                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.36 | ✅
Benign Empty State SVG URL                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.96 | ✅
Benign Blocks Filter URL                           | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.82 | ✅
Benign Blocks Filter URL                           | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.52 | ✅
Benign Login Return URL                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.51 | ✅
Benign Login Return URL                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     4.66 | ✅
Benign Auth Login URL                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.73 | ✅
Benign Auth Login URL                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.37 | ✅
Benign Static JS URL                               | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.89 | ✅
Benign Static JS URL                               | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
Benign Product Page URL                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.10 | ✅
Benign Product Page URL                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.84 | ✅
Benign Login Return URL                            | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.31 | ✅
Benign Login Return URL                            | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.19 | ✅
Benign Static JS Source Map URL                    | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.75 | ✅
Benign Static JS Source Map URL                    | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.82 | ✅
Benign Auth Login URL                              | RAW      | NORMAL   | NORMAL   | 1.0000 |     3.71 | ✅
Benign Auth Login URL                              | ENC      | NORMAL   | NORMAL   | 1.0000 |     3.17 | ✅
FP_USER_70                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
FP_USER_70                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.86 | ✅
FP_USER_71                                         | RAW      | NORMAL   | NORMAL   | 1.0000 |     2.88 | ✅
FP_USER_71                                         | ENC      | NORMAL   | NORMAL   | 1.0000 |     2.95 | ✅
-------------------------------------------------------------------------------------------------------------------
SUMMARY: 1104/1104 Passed (100.00%)
Detailed categorical report saved to /Users/dmac/Desktop/MyEveryThings/workspace/src/github.com/ml/reports/random_forest/categorical_results_onnx.json
