method,url,headers,body,user_agent,label
GET,/index.php?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
PUT,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/search?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/cart,Host: example.com; Accept: */*,username=user690&password=pass560,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/api/v1/users,Host: example.com; Accept: */*,username=user966&password=pass503,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/index.php?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,Nmap Scripting Engine,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/index.php?q=| cat /etc/passwd,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
GET,/api/v1/users?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,"/admin?q=' UNION SELECT NULL,NULL--",Host: example.com; Accept: */*,,Nikto/2.1.6,1
GET,/search?q=' OR 1=1--,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
PUT,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,Nikto/2.1.6,1
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/index.php?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
DELETE,/admin,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
POST,/login,Host: example.com; Accept: */*,input=' OR 'x'='x,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/admin?q=admin'--,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
DELETE,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nmap Scripting Engine,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/index.php,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/users,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
POST,/,Host: example.com; Accept: */*,username=user517&password=pass806,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/search,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
PUT,/search,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/search?q=; ls -la,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,input=; ls -la,Nikto/2.1.6,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=<img src=x onerror=alert(1)>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,input=' OR 1=1--,Nikto/2.1.6,1
GET,/admin?q=..\..\..\windows\system32,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
GET,/login?q=; ls -la,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/,Host: example.com; Accept: */*,username=user337&password=pass259,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/products,Host: example.com; Accept: */*,username=user893&password=pass291,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user715&password=pass492,Mozilla/5.0 (Linux; Android 11),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
POST,/api/v1/users,Host: example.com; Accept: */*,username=user211&password=pass554,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/index.php,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
POST,/search,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/login?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user527&password=pass663,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
DELETE,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
DELETE,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user266&password=pass483,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/login,Host: example.com; Accept: */*,input=; ls -la,curl/7.68.0,1
POST,/admin,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/admin?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/,Host: example.com; Accept: */*,username=user660&password=pass487,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nmap Scripting Engine,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,"/api/v1/users?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/login,Host: example.com; Accept: */*,input=&& whoami,Nmap Scripting Engine,1
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,Nikto/2.1.6,1
GET,/api/v1/users?q=../../../../etc/passwd,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,sqlmap/1.5.2,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/index.php,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
POST,/blog/article-1,Host: example.com; Accept: */*,username=user295&password=pass980,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=; ls -la,curl/7.68.0,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/search?q=../../../../etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/admin,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/api/v1/users?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,curl/7.68.0,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/admin,Host: example.com; Accept: */*,input=..\..\..\windows\system32,curl/7.68.0,1
POST,/login,Host: example.com; Accept: */*,username=user121&password=pass375,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,curl/7.68.0,1
GET,"/login?q="" onmouseover=alert(1) """,Host: example.com; Accept: */*,,curl/7.68.0,1
POST,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,curl/7.68.0,1
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=../../../../etc/passwd,sqlmap/1.5.2,1
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/index.php,Host: example.com; Accept: */*,input=| cat /etc/passwd,Nmap Scripting Engine,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/profile,Host: example.com; Accept: */*,username=user681&password=pass529,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/admin,Host: example.com; Accept: */*,input=../../../../etc/passwd,curl/7.68.0,1
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user824&password=pass951,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/api/v1/users?q=../../../../etc/passwd,Host: example.com; Accept: */*,,curl/7.68.0,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/blog/article-1,Host: example.com; Accept: */*,username=user855&password=pass665,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,Nmap Scripting Engine,1
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/api/v1/orders,Host: example.com; Accept: */*,username=user443&password=pass653,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
POST,/admin,Host: example.com; Accept: */*,input=' OR 'x'='x,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
GET,/index.php?q=' OR 'x'='x,Host: example.com; Accept: */*,,Nikto/2.1.6,1
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
GET,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/login,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/api/v1/users?q=<img src=x onerror=alert(1)>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",sqlmap/1.5.2,1
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search?q=phone,Host: example.com; Accept: */*,username=user6&password=pass760,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/login?q=&& whoami,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
DELETE,/,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
PUT,/api/v1/users,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/cart,Host: example.com; Accept: */*,username=user287&password=pass241,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/search?q=../../../../etc/passwd,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/login,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
PUT,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
PUT,/index.php,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",curl/7.68.0,1
GET,/api/v1/users?q=; ls -la,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
DELETE,/admin,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
DELETE,/search,Host: example.com; Accept: */*,input=; ls -la,sqlmap/1.5.2,1
PUT,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
PUT,/login,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
GET,/admin?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,Nikto/2.1.6,1
POST,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
PUT,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,curl/7.68.0,1
POST,/api/v1/users,Host: example.com; Accept: */*,input=<img src=x onerror=alert(1)>,Nikto/2.1.6,1
PUT,/login,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
DELETE,/index.php,Host: example.com; Accept: */*,input=; ls -la,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nikto/2.1.6,1
GET,/index.php?q=&& whoami,Host: example.com; Accept: */*,,Nmap Scripting Engine,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user396&password=pass69,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/products?id=123,Host: example.com; Accept: */*,username=user358&password=pass58,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user790&password=pass57,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=&& whoami,sqlmap/1.5.2,1
DELETE,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/login,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
POST,/login,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,"input=' UNION SELECT NULL,NULL--",Nmap Scripting Engine,1
PUT,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
GET,/api/v1/users?q=' OR 1=1--,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
GET,/index.php?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,curl/7.68.0,1
GET,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/admin,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,sqlmap/1.5.2,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,Nikto/2.1.6,1
POST,/cart,Host: example.com; Accept: */*,username=user663&password=pass169,Mozilla/5.0 (Linux; Android 11),0
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/login,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,curl/7.68.0,1
DELETE,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/cart,Host: example.com; Accept: */*,username=user36&password=pass794,Mozilla/5.0 (Linux; Android 11),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
DELETE,/products,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/index.php,Host: example.com; Accept: */*,input=<script>alert(1)</script>,curl/7.68.0,1
DELETE,/login,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,curl/7.68.0,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
POST,/profile,Host: example.com; Accept: */*,username=user243&password=pass238,Mozilla/5.0 (Linux; Android 11),0
DELETE,/blog/article-1,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/home,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/login,Host: example.com; Accept: */*,username=user984&password=pass153,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/index.php,Host: example.com; Accept: */*,input=admin'--,sqlmap/1.5.2,1
POST,/products?id=123,Host: example.com; Accept: */*,username=user7&password=pass862,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
POST,/search?q=phone,Host: example.com; Accept: */*,username=user730&password=pass922,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/api/v1/users,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/search?q=phone,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
DELETE,/search,Host: example.com; Accept: */*,input=http://169.254.169.254/latest/meta-data,sqlmap/1.5.2,1
DELETE,/search,Host: example.com; Accept: */*,input=' OR 1=1--,curl/7.68.0,1
GET,/login?q=http://169.254.169.254/latest/meta-data,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/products?id=123,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
PUT,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
GET,/search?q=' OR 'x'='x,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
GET,/login?q=<script>alert(1)</script>,Host: example.com; Accept: */*,,Nikto/2.1.6,1
DELETE,/profile,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
GET,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Linux; Android 11),0
POST,/search,Host: example.com; Accept: */*,input=| cat /etc/passwd,sqlmap/1.5.2,1
DELETE,/login,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
PUT,/admin,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
GET,/checkout,Host: example.com; Accept: */*,,Mozilla/5.0 (Windows NT 10.0; Win64; x64),0
POST,/search,Host: example.com; Accept: */*,input=http://127.0.0.1:8080/admin,Nikto/2.1.6,1
PUT,/api/v1/users,Host: example.com; Accept: */*,input=' OR 1=1--,sqlmap/1.5.2,1
DELETE,/api/v1/orders,Host: example.com; Accept: */*,,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),0
DELETE,/cart,Host: example.com; Accept: */*,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7),0
GET,/api/v1/users?q=; ls -la,Host: example.com; Accept: */*,,sqlmap/1.5.2,1
POST,/api/v1/users,Host: example.com; Accept: */*,"input="" onmouseover=alert(1) """,Nmap Scripting Engine,1
POST,/admin,Host: example.com; Accept: */*,input=&& whoami,Nmap Scripting Engine,1
POST,/search,Host: example.com; Accept: */*,input=&& whoami,curl/7.68.0,1
