method,url,headers,body,label
GET,/docs?lang=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: kCvKQjPPvy9S",,0
GET,/blog?page=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: n9sGX7Dn44Gi",,0
GET,/checkout?username=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: VsOTIOwChGmk",,0
POST,/blog?query=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: Fno2UKCaMMuo",,0
POST,/blog?ref=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: MsX9UndZEhT9",,0
POST,/login?search=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: TLnFHhLgkdkG",,1
GET,/docs?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: zJWd8n68wMiK",,0
GET,"/search?file=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: 2xFIlcPYJISJ",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: I2iXklOubKk0",q=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
PUT,/api/user?q=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: gDs04qby1Hyz",,0
GET,/login?file=$(whoami),"User-Agent: Mozilla/5.0
X-Request-ID: jr43Osm6ZPOV",,1
POST,/blog?username=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: GSEBsaZvzT0Q",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: Yr0SjQULQonl",ref=<script>alert(1)</script>,1
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: EJ0QSkt8p0y8",lang=/etc/shadow,1
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: qc0GPA3grz3U",page=' OR 1=1 --,1
POST,/images?ref=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: v14QoyY7LaSm",,1
GET,/login?page=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: 4xj3G560qqYy",,0
POST,/product?query=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: ae0ZVhX1GhwX",,0
GET,/images?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: peLyaTxpCMf7",,0
PUT,/checkout?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: uldRqtLyFAGE",,0
PUT,/api/user?file=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: 2h2zWfcXI1MP",,0
GET,/product?query=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: iyZ2vxMKOwXe",,1
GET,/images,"User-Agent: Mozilla/5.0
X-Request-ID: TPUS1uvMjrdQ",query=<img src=x onerror=alert(1)>,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: mhjhqs4EryjF",ref=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
POST,/api/user?file=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: 1jxM1bpBn2KE",,0
GET,/product?file=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: 9zMw7YYP5Ini",,0
POST,/api/user?id=alert%28String.fromCharCode%2888%2C83%2C83%29%29,"User-Agent: Mozilla/5.0
X-Request-ID: FbKOZ6emp46o",,1
PUT,/images?ref=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: KimlCfKBBYlt",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: TxTrpxmcYh9J",file=&& cat /etc/passwd,1
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 1RFEgL77Ki7I",query=&& cat /etc/passwd,1
GET,/search?lang=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: Q1J1jdW2wRA4",,0
GET,/checkout?search=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: 98dRnfZnWhIz",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 4eYAIViHqsa8",username=&& cat /etc/passwd,1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: w7kXbl1pvJg4",ref=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
POST,/docs?id=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: NWJ5QX9wEFwv",,0
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: JPwBupZnc7l7","search=' UNION SELECT NULL,NULL --",1
GET,/blog?id=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: MB93abPaP23V",,1
PUT,/login?query=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: vzk2MYodaQZQ",,1
GET,/search?q=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: iXMP9qd0BwaR",,1
POST,/checkout?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: RPoxAnXyVjSq",,0
GET,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: UkHovPfAwsJm",username=%26%26%20cat%20/etc/passwd,1
POST,/images?lang=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: rIppDgR6oCsL",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: QN7hSBxckZGY",id=%2527%253B%2520DROP%2520TABLE%2520users%253B%2520--,1
POST,/checkout?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: DXhXBEQ3AM14",,0
POST,/blog?page=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 3e1lMInvO9GK",,0
PUT,/api/user?lang=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: 9hdFeLSiVEQn",,0
POST,/blog?search=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: QOFakAlnHUD0",,0
PUT,/images?query=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: QKUjWcVwFe6a",,0
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: n5kWPCpiH0pD",query=<svg/onload=alert(1)>,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: TDaeN121LQ90","q=alert(String.fromCharCode(88,83,83))",1
PUT,/product?query=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: hnv1u4Asp1ti",,1
POST,/api/user?query=%2527%2520OR%25201%253D1%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: Kjj8hbt7e5ZH",,1
POST,/search?id=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: 0vNGsgjosZSl",,0
POST,/docs?ref=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: x5S7Axslxm2s",,0
PUT,/images?search=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: jE7vprJ216G3",,1
POST,/api/user?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: MHAHy7p4bW72",,0
GET,/blog?page=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: bavcpRexKIhW",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: DBNVSZ8R8CUc",query=&& cat /etc/passwd,1
PUT,/product?ref=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: 2nEjmgoYEYRr",,0
PUT,/docs?page=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 5otab1fwtdYT",,0
PUT,/blog?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: HwK4RsyLrE7b",,0
POST,"/blog?ref=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: 1h595Gpmj1Zs",,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: Zo269ASx4sLJ",page=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,1
POST,/login?ref=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: fqU16zal1M6E",,0
GET,/api/user?ref=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: ZSb983zm7g8J",,0
GET,/blog?q=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: Xxar7DnTx10m",,0
POST,/product?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: mYCwSGXmI6M2",,0
PUT,/docs?id=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: mS6dVj1VIbOO",,0
PUT,/blog?lang=alert%28String.fromCharCode%2888%2C83%2C83%29%29,"User-Agent: Mozilla/5.0
X-Request-ID: H8DjtRY6ruKa",,1
PUT,/docs?lang=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: GIyVUxD9wdAE",,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: FQPrPKXbPG6B",q=%24%28whoami%29,1
GET,/search?query=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: yBlAotEJBMGe",,0
POST,/checkout?q=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: X8fwKkLjWeqv",,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: EKBiSst5c3nf",username=%2524%2528whoami%2529,1
PUT,/checkout?username=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: zjXjXK67Vh87",,0
POST,/product?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: YiBcVdrrMAhD",,0
POST,/images?id=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: eals8a3X6Tyj",,0
PUT,/api/user?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: HO0UltR7c9zY",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: tkP6JXODcFUk",page=....//....//etc/passwd,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: nLxodaEzwMQ2",q=....//....//etc/passwd,1
POST,/search?id=%2527%2520AND%2520SLEEP%25285%2529--,"User-Agent: Mozilla/5.0
X-Request-ID: PamQT9tBPeXX",,1
PUT,/docs?search=alert%28String.fromCharCode%2888%2C83%2C83%29%29,"User-Agent: Mozilla/5.0
X-Request-ID: 8PYnlt5FM9fn",,1
POST,/images?username=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: EIImTyJONcSa",,0
GET,/search?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: 1mxWROpRLMkm",,0
GET,/images?lang=%257C%2520whoami,"User-Agent: Mozilla/5.0
X-Request-ID: 9fbfRzptOBpa",,1
GET,/checkout?lang=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: LQLcqrGcq7nE",,0
POST,/product?query=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: ffmTdc0FULuo",,0
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: YNKdDiov7HVY",page=../../etc/passwd,1
GET,/blog?lang=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: AfEM5fvpdl7L",,0
GET,/images?file=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: w8mBci5RfydB",,1
PUT,/search?page=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: RBlFSBhVG0ci",,0
PUT,/images?page=1%20OR%20TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: 39KlHKroFz45",,1
POST,/docs?ref=%253Cimg%2520src%253Dx%2520onerror%253Dalert%25281%2529%253E,"User-Agent: Mozilla/5.0
X-Request-ID: Mv9tLA2F2LYT",,1
GET,/api/user?search=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: d1cEhu15Ur7S",,1
GET,/search?file=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: wEcZ2SLnNdPi",,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: ZtwNkxyO1DnE",id=/etc/shadow,1
GET,/blog?page=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 8TBN7bQWGlr4",,0
GET,/api/user?username=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: A2ymwXfXSBje",,0
PUT,/checkout?username=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: Xt9tkbJd7flC",,0
POST,/images?lang=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: wBDAym3KlLZv",,0
PUT,/blog?q=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: HsJGZAOYZEhg",,0
POST,/blog?lang=1 OR TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: oybEAMpdOoq0",,1
GET,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: 77wdP7GRBSKq","ref=' UNION SELECT NULL,NULL --",1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: UEzqH1OwKGFa",q=1%2520OR%2520TRUE,1
POST,/checkout?ref=%24%28whoami%29,"User-Agent: Mozilla/5.0
X-Request-ID: 76VQMRj6I9Bu",,1
PUT,/search?username=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: 9yxCvibldWtM",,0
GET,/api/user?lang=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: TqMvYsmrdQTl",,0
PUT,/checkout?q=%3B%20ls%20-la,"User-Agent: Mozilla/5.0
X-Request-ID: YjbwuA8bQG5A",,1
POST,/search?query=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: iyh5Ingavcg5",,0
GET,/docs?username=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: mMCkNPL8LCPX",,0
PUT,/search?page=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: NJm0juoQTUPB",,0
POST,/product?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: D7sIKPrw2N2z",,0
PUT,/api/user?page=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: emHBWgZQUKSc",,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: 3nnJcXg9k65o",page=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
POST,/checkout?lang=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: fsqFhDfmHX8K",,0
GET,/search?query=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: hWzAccFaCGMb",,0
PUT,/blog?lang=1 OR TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: gVY3YdGd3iUy",,1
GET,/images?file=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: dKXwFlNF1xRm",,0
PUT,/blog?page=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/5.0
X-Request-ID: mWDVVvvKI1Xr",,1
PUT,/search?page=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: uFLIpz0uRTCD",,0
POST,/product?username=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: LXDpiP1zk6ZM",,1
PUT,"/search?ref=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: e4K9ZNyeMI55",,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: jrg5QfXogGgq",file=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/images?search=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: Mc0S16skI0Ag",,0
PUT,/images?query=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: TkW2jLfwqZCa",,1
GET,/docs?ref=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: 6dx1jwhFF5wf",,0
POST,/blog?query=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: xX09dlEithqc",,0
GET,/search?search=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: PyJPFJOLUXUb",,0
GET,/checkout?lang=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: Vld73f9G3hy2",,0
PUT,/product?id=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: Tr83TNoJ6qSn",,0
POST,/login?file=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: maCKINqhngZm",,0
PUT,/images?id=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ntIfpyHuUuzh",,1
POST,/api/user?username=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/5.0
X-Request-ID: louLcqEwYpTN",,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: TloxJql9c3dS",ref=%253Cscript%253Ealert%25281%2529%253C/script%253E,1
POST,/login?id=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: O8CEa6cAj4gE",,0
POST,/login?file=%2524%2528whoami%2529,"User-Agent: Mozilla/5.0
X-Request-ID: lzKrIdOt7Y4a",,1
PUT,/product?page=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: qXpYOWZDyg7q",,0
GET,/login?q=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: KBhqmQ4tYjcO",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: OcDMsG9YPykz",username=....//....//etc/passwd,1
POST,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: ZupPdwG37lPi",q=1 OR TRUE,1
GET,"/images?query=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: UFJInAiN5vBv",,1
POST,/api/user?page=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: wRb0dwXupLjX",,0
POST,/product?username=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: ptJ5Dlr6baUx",,1
POST,/images,"User-Agent: Mozilla/5.0
X-Request-ID: ANmWGiFE6t6z",ref=%24%28whoami%29,1
PUT,/blog?page=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: NQ2w8z0y7tG6",,0
PUT,/search,"User-Agent: Mozilla/5.0
X-Request-ID: HP4GDVycRFL9",lang=%2526%2526%2520cat%2520/etc/passwd,1
PUT,/product?query=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: aPclYHxbRI9G",,1
POST,/product,"User-Agent: Mozilla/5.0
X-Request-ID: a2nnZyNcQP8E",search=<script>alert(1)</script>,1
POST,/login?search=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: dvtWRNHtuNsu",,1
PUT,/checkout?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: Yi9nqOCWwsZ9",,0
GET,/blog?username=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: EtponiID61UA",,0
GET,/product?lang=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: pDQmKe8bQMwp",,0
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: m2JQQWF4b5d2",id=1%2520OR%2520TRUE,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: fpBVMEuJzL6A",ref=....//....//etc/passwd,1
GET,/search?page=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: tD4E6QkCT3Xp",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: BPeglewiFdN6",search=; ls -la,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: aLYnn8Jw85PL",id=....//....//etc/passwd,1
PUT,/blog?query=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: fDIqLmXekjrj",,0
POST,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: 5VvgReYZ0S39",ref=....//....//etc/passwd,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: ziv486MvtOtP",file=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
GET,/checkout?page=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: paB4sIpARw8X",,0
GET,/api/user?query=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: aZqZHhnuM7Nb",,0
GET,/login?query=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 55a5UkiCmVZM",,0
PUT,/checkout?page=whoami book review,"User-Agent: Mozilla/5.0
X-Request-ID: MBJLG86snE84",,0
PUT,/login?query=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: f7N6hfg0iH3R",,0
GET,/product?username=data%20science%20course,"User-Agent: Mozilla/5.0
X-Request-ID: 7pUpr8n82wg3",,0
PUT,/checkout?username=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: XBr5CdA4D0JQ",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: zCVvJ9dpR2Aq",query=&& cat /etc/passwd,1
GET,"/docs?query=alert(String.fromCharCode(88,83,83))","User-Agent: Mozilla/5.0
X-Request-ID: PrF8h2PTWLKb",,1
PUT,/images?q=filename=report_v2.pdf,"User-Agent: Mozilla/5.0
X-Request-ID: T063c0WcduRL",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: NHMP3D7riY7t",file=%2527%2520AND%2520SLEEP%25285%2529--,1
POST,/docs?ref=selective filtering,"User-Agent: Mozilla/5.0
X-Request-ID: iKSrDaP1J5k0",,0
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: MqwCa0rtTT66",file=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,1
PUT,/checkout?query=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: AYucMXfqI9Jh",,0
POST,/blog?page=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: 9eljrXFx4Gy9",,0
POST,/login?file=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: fxwj62fKOjaJ",,1
POST,/search,"User-Agent: Mozilla/5.0
X-Request-ID: eovM5aKZy2nr",lang=1%20OR%20TRUE,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: zCahoNzDjcMl",lang=1 OR TRUE,1
POST,/product?search=script analysis tool,"User-Agent: Mozilla/5.0
X-Request-ID: Wiiq38obM8BN",,0
POST,/checkout?username=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 44tkFh8OSZPV",,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: jYzMcL8EW03A",query=%2527%2520AND%2520SLEEP%25285%2529--,1
POST,/api/user?ref=100%25 organic food,"User-Agent: Mozilla/5.0
X-Request-ID: 1ycodCYQkdYS",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: ygr2uY9jNnlc",query=....//....//etc/passwd,1
PUT,/checkout?lang=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: fIR0SBtPuvRJ",,1
GET,/images?file=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: hCU86zm5bfaN",,0
GET,/checkout?search=<svg/onload=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: v6YdtlzbZRaM",,1
GET,/blog?ref=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 911H32fd30nB",,1
GET,/images?id=%2524%2528whoami%2529,"User-Agent: Mozilla/5.0
X-Request-ID: xM3sywcL3egm",,1
PUT,/blog?file=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: y40pJMvLvxNE",,1
GET,/product?id=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 8PiPvO5WZLBS",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: qvaVSXHkP5I7",page=' OR 1=1 --,1
GET,/blog?lang=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: Ylnoos6zW8vj",,0
GET,/search?file=alert%2528String.fromCharCode%252888%252C83%252C83%2529%2529,"User-Agent: Mozilla/5.0
X-Request-ID: DjtusCI0Zjx6",,1
PUT,/login?page=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: 7bDrfqwn1pbj",,0
POST,/product?query=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: r2I2ZLKgSJIX",,1
GET,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: Ol4sESGds8nW",search=<svg/onload=alert(1)>,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: 3FqoYifLS2Jv",id=| whoami,1
GET,/docs?lang=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 3jHrZaOijZVl",,1
PUT,/docs?file=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: UgEqvNbU9ULL",,0
GET,/blog?username=%2527%2520UNION%2520SELECT%2520NULL%252CNULL%2520--,"User-Agent: Mozilla/5.0
X-Request-ID: j7UNtSKSFeKP",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: jc0WdWsxd0TF",ref=%24%28whoami%29,1
PUT,/login,"User-Agent: Mozilla/5.0
X-Request-ID: 6Zcm7uADz5Uu",page=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/product?username=%253Cscript%253Ealert%25281%2529%253C/script%253E,"User-Agent: Mozilla/5.0
X-Request-ID: fPFkUpKKaxuV",,1
PUT,/checkout?page=category=electronics&sort=asc,"User-Agent: Mozilla/5.0
X-Request-ID: 5oLgTWBdvQGM",,0
PUT,/docs,"User-Agent: Mozilla/5.0
X-Request-ID: RcxH5exsvDC7",id=%253Cscript%253Ealert%25281%2529%253C/script%253E,1
GET,/login?username=C++ programming tutorial,"User-Agent: Mozilla/5.0
X-Request-ID: SPkLYxJsIhvA",,0
PUT,/checkout?lang=select union workers,"User-Agent: Mozilla/5.0
X-Request-ID: baPjSjcQbn33",,0
GET,/api/user?username=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: lwxZEQU6K8mn",,0
GET,/docs?page=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: TdsXDpfcfw4W",,0
GET,/checkout?search=price>100,"User-Agent: Mozilla/5.0
X-Request-ID: FWz51FWhDbrm",,0
PUT,/api/user?file=../images/banner.png,"User-Agent: Mozilla/5.0
X-Request-ID: aXNbfmhakZ82",,0
GET,/docs?ref=....//....//etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: 9bstbexzptRo",,1
PUT,/api/user?username=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: H033IuUesvfa",,1
GET,/product?page=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: fzsSE60ZU2Ot",,1
PUT,/images,"User-Agent: Mozilla/5.0
X-Request-ID: Ib5zMDAuKQTU",page=' AND SLEEP(5)--,1
PUT,/login?lang=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: Ti2506IDNOUB",,0
PUT,/login?username=%2526%2526%2520cat%2520/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: FUndtxkMba1l",,1
GET,/product?id=summer_sale_2025,"User-Agent: Mozilla/5.0
X-Request-ID: 531w44s3tqEa",,0
PUT,/checkout?username=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: e07HwtX6LYUu",,0
GET,/blog?page=john_doe_1998,"User-Agent: Mozilla/5.0
X-Request-ID: CRsr2VA8RQSE",,0
POST,/blog?file=1%2520OR%2520TRUE,"User-Agent: Mozilla/5.0
X-Request-ID: BMKc4ppWCxbR",,1
POST,/search?search=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: H6EiVs4j9ZzY",,1
POST,/docs?search=drop shipping business,"User-Agent: Mozilla/5.0
X-Request-ID: VMgW1vyEKXug",,0
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: ZEfdU8k0u3hO",q=%2527%2520OR%25201%253D1%2520--,1
GET,/search?search=orchestra concert,"User-Agent: Mozilla/5.0
X-Request-ID: QWrLBNpUa6JK",,0
GET,/images,"User-Agent: Mozilla/5.0
X-Request-ID: OUCgjfJJS6cL",page=%26%26%20cat%20/etc/passwd,1
