method,url,headers,body,label
GET,/search?username=' OR 1=1 --,"User-Agent: Mozilla/6.0
X-Request-ID: bDJpHZQN",,1
PUT,/blog?lang=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/6.0
X-Request-ID: PVjlFCLA",,1
POST,/api/user?search=category1,"User-Agent: Mozilla/5.0
X-Request-ID: ZLsqMBpY",,0
PUT,/product?file=123,"User-Agent: Mozilla/5.0
X-Request-ID: buLAftmT",,0
POST,/login?lang=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/5.0
X-Request-ID: WzFMNIGm",,1
POST,/search?search=false,"User-Agent: Mozilla/6.0
X-Request-ID: JaCpMHLr",,0
GET,/search,"User-Agent: Mozilla/6.0
X-Request-ID: doOJoplq",username=%27%20AND%20SLEEP%285%29--,1
POST,/api/user?search=true,"User-Agent: Mozilla/6.0
X-Request-ID: kSTHzOJG",,0
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: BWFoskhT",q=../../../../windows/win.ini,1
PUT,/checkout?file=john,"User-Agent: Mozilla/6.0
X-Request-ID: NBVFjxFa",,0
PUT,/api/user?q=item45,"User-Agent: Mozilla/4.0
X-Request-ID: eqWPBmCD",,0
PUT,/checkout?id=123,"User-Agent: Mozilla/6.0
X-Request-ID: LqMHaPzN",,0
POST,/api/user?lang=%27%20AND%20SLEEP%285%29--,"User-Agent: Mozilla/5.0
X-Request-ID: YEGyfure",,1
POST,/login?lang=&& cat /etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: lscvQjXi",,1
GET,/login?file=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: eMAWPQWv",,1
POST,/blog?id=123,"User-Agent: Mozilla/4.0
X-Request-ID: hyQAMzfF",,0
GET,/blog?page=false,"User-Agent: Mozilla/4.0
X-Request-ID: gJlzYWbN",,0
POST,/api/user?search=&& cat /etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: niiSMHYZ",,1
POST,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: VyzTvSbB",q=`id`,1
PUT,/blog?username=true,"User-Agent: Mozilla/4.0
X-Request-ID: lfdAIVfH",,0
GET,/login?lang=category1,"User-Agent: Mozilla/6.0
X-Request-ID: OXpVyxFC",,0
POST,/product?page=123,"User-Agent: Mozilla/5.0
X-Request-ID: rAvtIKkN",,0
PUT,/api/user?q=category1,"User-Agent: Mozilla/6.0
X-Request-ID: BDhTISWj",,0
PUT,/api/user?username='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: NdphjvEQ",,1
POST,/blog,"User-Agent: Mozilla/6.0
X-Request-ID: cXWVzVYM",page=' OR 1=1 --,1
POST,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: gUnGptzK",q=%26%26%20cat%20/etc/passwd,1
PUT,/product?lang=false,"User-Agent: Mozilla/4.0
X-Request-ID: BKrkuNOx",,0
GET,/blog?username=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: iGZWtNAd",,0
PUT,/product?lang=item45,"User-Agent: Mozilla/5.0
X-Request-ID: fUncNRXy",,0
POST,/product?q=false,"User-Agent: Mozilla/5.0
X-Request-ID: FBkWUTHH",,0
POST,/product,"User-Agent: Mozilla/6.0
X-Request-ID: rKfwCrMG","lang=' UNION SELECT NULL,NULL --",1
PUT,/checkout?search=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/4.0
X-Request-ID: YqDxuIMG",,1
POST,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: nwapJTsA",lang=%27%20UNION%20SELECT%20NULL%2CNULL%20--,1
GET,/checkout?lang=english,"User-Agent: Mozilla/4.0
X-Request-ID: jYtzpaIc",,0
GET,/product?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: Wehbmfhg",,0
GET,/product?file=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: CNeswCEz",,1
PUT,/login,"User-Agent: Mozilla/6.0
X-Request-ID: UKqTscEE",lang=' OR 'a'='a,1
POST,/search?id=false,"User-Agent: Mozilla/5.0
X-Request-ID: EQBgXxyR",,0
POST,/api/user?file=%7C%20whoami,"User-Agent: Mozilla/4.0
X-Request-ID: oTtxtzvX",,1
GET,/checkout?lang=123,"User-Agent: Mozilla/6.0
X-Request-ID: HtLAZtvW",,0
POST,/search?id=true,"User-Agent: Mozilla/4.0
X-Request-ID: ASNBZKSB",,0
PUT,/api/user?search=/etc/shadow,"User-Agent: Mozilla/5.0
X-Request-ID: aiCZDCzd",,1
GET,/product,"User-Agent: Mozilla/5.0
X-Request-ID: rQJpItog",page=' OR 'a'='a,1
PUT,/search?q=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/5.0
X-Request-ID: HKuVzFXw",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: BcUbbLgt",username=&& cat /etc/passwd,1
GET,/login?lang=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: YUcOEGug",,0
POST,/checkout?q=123,"User-Agent: Mozilla/4.0
X-Request-ID: dmkGxGlP",,0
PUT,/blog?username=%27%20OR%20%27a%27%3D%27a,"User-Agent: Mozilla/6.0
X-Request-ID: CAUPUaQO",,1
PUT,/checkout?page=john,"User-Agent: Mozilla/6.0
X-Request-ID: iXbInVIy",,0
POST,/search?lang=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: RAFrmsIy",,0
POST,/login?q=false,"User-Agent: Mozilla/4.0
X-Request-ID: AIDakWkU",,0
GET,/api/user?lang=english,"User-Agent: Mozilla/6.0
X-Request-ID: CuMIctgf",,0
GET,/product?search=english,"User-Agent: Mozilla/6.0
X-Request-ID: xdeppgUj",,0
PUT,"/product?q=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/6.0
X-Request-ID: CCPzsHUn",,1
POST,/search?id=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: CvIHeOJi",,0
PUT,/blog?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: ZraeYxta",,0
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: MdCkBJRz",id=<img src=x onerror=alert(1)>,1
GET,/blog?page=123,"User-Agent: Mozilla/6.0
X-Request-ID: AfXrlkYG",,0
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: glkXghYv",lang=; ls -la,1
POST,/checkout?lang=%7C%20whoami,"User-Agent: Mozilla/5.0
X-Request-ID: FhUpliTC",,1
GET,/checkout?q=123,"User-Agent: Mozilla/6.0
X-Request-ID: QuKMxsyH",,0
POST,/login?page=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: JIVcNVyw",,0
PUT,/login?q=%3B%20ls%20-la,"User-Agent: Mozilla/6.0
X-Request-ID: OQgfayYO",,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: ZHhAjXiZ",q=' AND SLEEP(5)--,1
PUT,/login?file=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: cGAWIWGL",,1
GET,/login,"User-Agent: Mozilla/4.0
X-Request-ID: uZSaEvYp",id=| whoami,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JtUvaEZZ",search=<script>alert(1)</script>,1
GET,/api/user?page=123,"User-Agent: Mozilla/4.0
X-Request-ID: ePLABfTN",,0
POST,/blog?username=category1,"User-Agent: Mozilla/6.0
X-Request-ID: qaUvDcRz",,0
GET,/checkout?lang=123,"User-Agent: Mozilla/4.0
X-Request-ID: UwATFuco",,0
GET,/search?file=john,"User-Agent: Mozilla/4.0
X-Request-ID: MgkDDxJe",,0
PUT,/search,"User-Agent: Mozilla/4.0
X-Request-ID: cbhYyUOC",lang=' AND SLEEP(5)--,1
GET,/search?q=true,"User-Agent: Mozilla/4.0
X-Request-ID: rnYMqYQc",,0
PUT,/login?file=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: IxenqdBn",,1
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: FDuiWcQj",lang='; DROP TABLE users; --,1
GET,/blog?search=true,"User-Agent: Mozilla/4.0
X-Request-ID: yGickLQK",,0
POST,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: EgYAtRsb",page=' OR 1=1 --,1
PUT,/blog?username=true,"User-Agent: Mozilla/6.0
X-Request-ID: qBFDMkbQ",,0
PUT,/product?q=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/4.0
X-Request-ID: RCilwGui",,1
GET,/login?q=123,"User-Agent: Mozilla/4.0
X-Request-ID: lcUqJIMC",,0
POST,/product,"User-Agent: Mozilla/4.0
X-Request-ID: BloFEerh",lang=../../etc/passwd,1
POST,/search?file=false,"User-Agent: Mozilla/5.0
X-Request-ID: qwfHWzIe",,0
POST,/api/user,"User-Agent: Mozilla/4.0
X-Request-ID: ajueCzIX",username='; DROP TABLE users; --,1
PUT,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: TpGBINvv",username=%3Csvg/onload%3Dalert%281%29%3E,1
PUT,/blog?username=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/6.0
X-Request-ID: hqqUEuPK",,1
PUT,/login?q=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: JHhBJmVn",,0
GET,/product,"User-Agent: Mozilla/6.0
X-Request-ID: MUQGQQNf",username=<script>alert(1)</script>,1
POST,/search?q=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/4.0
X-Request-ID: NUwwIdsB",,1
PUT,/checkout?lang=category1,"User-Agent: Mozilla/4.0
X-Request-ID: PqIsRMTV",,0
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: JXjXjJfe",username=<script>alert(1)</script>,1
POST,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: QqJbLHkr",q=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/checkout?lang=false,"User-Agent: Mozilla/5.0
X-Request-ID: luahYwMl",,0
GET,/login?search=john,"User-Agent: Mozilla/5.0
X-Request-ID: UBFLWNQz",,0
PUT,/login?search=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/4.0
X-Request-ID: UjonDizz",,1
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: HPnFEYwt",id=%7C%20whoami,1
GET,/blog?q=category1,"User-Agent: Mozilla/4.0
X-Request-ID: DHpPsKay",,0
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: wFEQkykY",lang=%27%20AND%20SLEEP%285%29--,1
GET,/search?id=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: lDnIOcJB",,0
POST,/search?q=category1,"User-Agent: Mozilla/5.0
X-Request-ID: xQKKbUjF",,0
GET,/checkout?lang=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: gLbRcEfD",,1
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: xaMlBIiS",search=../../etc/passwd,1
PUT,"/blog?file=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: oPfnsUhW",,1
GET,/blog?file=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: JEhkwqUn",,1
GET,/blog?id=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: JipBqxjZ",,0
GET,/blog?file=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/6.0
X-Request-ID: uvDaKDcm",,1
POST,/login?username=../../../../windows/win.ini,"User-Agent: Mozilla/4.0
X-Request-ID: Qhlnwiqm",,1
PUT,/blog?username=john,"User-Agent: Mozilla/6.0
X-Request-ID: FDokiMwv",,0
GET,/search?username=john,"User-Agent: Mozilla/5.0
X-Request-ID: OUndYhir",,0
GET,/search?q=false,"User-Agent: Mozilla/5.0
X-Request-ID: WuKkLVAd",,0
GET,/checkout?id='; DROP TABLE users; --,"User-Agent: Mozilla/6.0
X-Request-ID: wobEuqGw",,1
GET,/login?id=false,"User-Agent: Mozilla/4.0
X-Request-ID: OvlKiTrp",,0
PUT,/search?q=true,"User-Agent: Mozilla/6.0
X-Request-ID: YpPRtTlf",,0
PUT,/search?search=%27%20OR%201%3D1%20--,"User-Agent: Mozilla/5.0
X-Request-ID: SzcqtaHv",,1
POST,/api/user?page=category1,"User-Agent: Mozilla/6.0
X-Request-ID: PbYRIDas",,0
PUT,/search?q=123,"User-Agent: Mozilla/6.0
X-Request-ID: rPQuTwKU",,0
POST,/api/user?search=false,"User-Agent: Mozilla/6.0
X-Request-ID: neAOOdDr",,0
POST,/search?id=category1,"User-Agent: Mozilla/4.0
X-Request-ID: PjMeGQjX",,0
PUT,/api/user?id=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: wlTRXJQJ",,1
GET,/product?lang=%60id%60,"User-Agent: Mozilla/5.0
X-Request-ID: rMhbFxjt",,1
GET,/search?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: FsUspITV",,0
GET,/checkout?lang=item45,"User-Agent: Mozilla/4.0
X-Request-ID: rBYwEGuj",,0
POST,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: LGmqJfYh","search=' UNION SELECT NULL,NULL --",1
GET,/checkout?username=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: JMcNhSnl",,0
GET,/product,"User-Agent: Mozilla/4.0
X-Request-ID: qHaPLdqf",username=%27%20AND%20SLEEP%285%29--,1
PUT,/product,"User-Agent: Mozilla/5.0
X-Request-ID: DvJmwIcz",id=%3B%20ls%20-la,1
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: Fzzppzjt",file=%3Csvg/onload%3Dalert%281%29%3E,1
PUT,/login?q=category1,"User-Agent: Mozilla/4.0
X-Request-ID: sMpsplSL",,0
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: aEHfWbXK",username=%60id%60,1
POST,/login?id=../../../../windows/win.ini,"User-Agent: Mozilla/4.0
X-Request-ID: xlqryrge",,1
PUT,/search?search='; DROP TABLE users; --,"User-Agent: Mozilla/5.0
X-Request-ID: xnOZXfSA",,1
GET,/api/user?id=; ls -la,"User-Agent: Mozilla/4.0
X-Request-ID: dFIcsNbE",,1
GET,/api/user?page=true,"User-Agent: Mozilla/6.0
X-Request-ID: hhyMnVoU",,0
PUT,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: KjZbAIEA",username=../../../../windows/win.ini,1
POST,/product?page=category1,"User-Agent: Mozilla/6.0
X-Request-ID: ialPKmWY",,0
GET,/blog?file=../../../../windows/win.ini,"User-Agent: Mozilla/5.0
X-Request-ID: UgJcsEdy",,1
GET,/login?id=/etc/shadow,"User-Agent: Mozilla/4.0
X-Request-ID: JngxurHZ",,1
GET,/api/user?page=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: oQYHvOrz",,0
POST,/api/user?search=../../../../windows/win.ini,"User-Agent: Mozilla/4.0
X-Request-ID: cshccULI",,1
GET,/search?file=true,"User-Agent: Mozilla/6.0
X-Request-ID: zhThoUxk",,0
GET,/checkout?lang=john,"User-Agent: Mozilla/5.0
X-Request-ID: myFkxKUv",,0
GET,/blog?id=| whoami,"User-Agent: Mozilla/5.0
X-Request-ID: rMrsbcxB",,1
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: LuvmRmEm",lang=%27%3B%20DROP%20TABLE%20users%3B%20--,1
PUT,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: WfixRKtU","q=' UNION SELECT NULL,NULL --",1
PUT,/blog?file=category1,"User-Agent: Mozilla/5.0
X-Request-ID: cuYUtBIj",,0
GET,/api/user?id=false,"User-Agent: Mozilla/6.0
X-Request-ID: BcveMocn",,0
GET,/checkout?id=false,"User-Agent: Mozilla/5.0
X-Request-ID: gVIlgBJq",,0
GET,/checkout?file=true,"User-Agent: Mozilla/4.0
X-Request-ID: pEJxyyhQ",,0
PUT,/checkout?file=john,"User-Agent: Mozilla/4.0
X-Request-ID: rXTjRdmA",,0
PUT,/login?page=&& cat /etc/passwd,"User-Agent: Mozilla/6.0
X-Request-ID: MqdMxllz",,1
POST,/login?username=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: NPFtbpPP",,0
PUT,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: aUImxoaB",file=%3B%20ls%20-la,1
GET,/search?q=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: wOCrJRJc",,0
PUT,/checkout?page=category1,"User-Agent: Mozilla/4.0
X-Request-ID: IWzCnqon",,0
GET,/checkout?username=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: fZEeDwRQ",,0
GET,/checkout?username=true,"User-Agent: Mozilla/4.0
X-Request-ID: LaQtKnik",,0
POST,/search?lang=category1,"User-Agent: Mozilla/6.0
X-Request-ID: rrGcIFXj",,0
POST,/login,"User-Agent: Mozilla/5.0
X-Request-ID: lERsWGcw",search=<script>alert(1)</script>,1
PUT,/login?file=john,"User-Agent: Mozilla/6.0
X-Request-ID: yFThYMtS",,0
PUT,/checkout?lang=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: euRoCfUZ",,0
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: SccsohHV",search='; DROP TABLE users; --,1
POST,/checkout,"User-Agent: Mozilla/5.0
X-Request-ID: vVRnvlhw",id=%22%20onmouseover%3Dalert%281%29%20%22,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: pIJQcmQe",q=%27%20AND%20SLEEP%285%29--,1
POST,/login?search=laptop,"User-Agent: Mozilla/4.0
X-Request-ID: oqVqEGBQ",,0
GET,/login?search=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: tnCHuror",,0
POST,/search?lang=<script>alert(1)</script>,"User-Agent: Mozilla/6.0
X-Request-ID: BqfClwzj",,1
PUT,/api/user?lang=%3B%20ls%20-la,"User-Agent: Mozilla/4.0
X-Request-ID: YSyNozIO",,1
POST,/checkout?q=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: fhmLdKIW",,0
GET,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: YTajDOYF",username=; ls -la,1
GET,/api/user,"User-Agent: Mozilla/4.0
X-Request-ID: hkwlYymU",file=%3Csvg/onload%3Dalert%281%29%3E,1
POST,/search?q=../../etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: nFeDcCdS",,1
POST,/product?id=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: DLObbJmu",,0
GET,/api/user?page=true,"User-Agent: Mozilla/5.0
X-Request-ID: hkBpnSAX",,0
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: ExptUzRl",username=../../../../windows/win.ini,1
PUT,/checkout?lang=iphone,"User-Agent: Mozilla/6.0
X-Request-ID: UscljXeC",,0
GET,/blog,"User-Agent: Mozilla/4.0
X-Request-ID: WQXkUhyt",lang=/etc/shadow,1
POST,/search,"User-Agent: Mozilla/4.0
X-Request-ID: BfYnhEGi",q=&& cat /etc/passwd,1
POST,/login?id=123,"User-Agent: Mozilla/6.0
X-Request-ID: VGfNDDuR",,0
GET,/api/user?search=%26%26%20cat%20/etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: GDfGfGth",,1
PUT,/search?lang=%3Cscript%3Ealert%281%29%3C/script%3E,"User-Agent: Mozilla/6.0
X-Request-ID: dArCfVPJ",,1
POST,/api/user?file=true,"User-Agent: Mozilla/5.0
X-Request-ID: omxTAEvN",,0
PUT,/blog,"User-Agent: Mozilla/5.0
X-Request-ID: hJkHcDIq",file=| whoami,1
POST,/login?page=category1,"User-Agent: Mozilla/4.0
X-Request-ID: OYkdPyJm",,0
GET,/checkout?search=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: bLUHYmpx",,0
GET,/product?lang=category1,"User-Agent: Mozilla/6.0
X-Request-ID: SLzGwybj",,0
PUT,/product,"User-Agent: Mozilla/4.0
X-Request-ID: GWXQDcFF",lang=%26%26%20cat%20/etc/passwd,1
PUT,"/checkout?username="" onmouseover=alert(1) ""","User-Agent: Mozilla/4.0
X-Request-ID: GxqMwhgB",,1
GET,/blog?page=item45,"User-Agent: Mozilla/4.0
X-Request-ID: WwCefzRP",,0
PUT,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: ipKJwfrf",q=`id`,1
GET,/blog?id=english,"User-Agent: Mozilla/4.0
X-Request-ID: RKtWjSin",,0
POST,/product?file=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,"User-Agent: Mozilla/4.0
X-Request-ID: bOXzrmdC",,1
GET,/blog?id=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/6.0
X-Request-ID: PEqKciQQ",,1
GET,/search,"User-Agent: Mozilla/5.0
X-Request-ID: AenyDBUQ",id=/etc/shadow,1
PUT,/login?lang=false,"User-Agent: Mozilla/4.0
X-Request-ID: IsPOwPQG",,0
PUT,/search?username=category1,"User-Agent: Mozilla/4.0
X-Request-ID: wYZqBvHP",,0
PUT,/api/user?page=' OR 1=1 --,"User-Agent: Mozilla/5.0
X-Request-ID: NseSPfpR",,1
PUT,/api/user?page=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: CeueFbYe",,1
GET,/product,"User-Agent: Mozilla/4.0
X-Request-ID: XLJKmyWq",username=%3B%20ls%20-la,1
GET,/blog?search=item45,"User-Agent: Mozilla/4.0
X-Request-ID: YztsNWJl",,0
GET,/checkout?page=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: gFjWkmqe",,0
POST,/search?username=laptop,"User-Agent: Mozilla/5.0
X-Request-ID: JKTYBmIQ",,0
POST,/blog?search=%3Csvg/onload%3Dalert%281%29%3E,"User-Agent: Mozilla/5.0
X-Request-ID: beKZlCTS",,1
PUT,/product,"User-Agent: Mozilla/6.0
X-Request-ID: NSMLpIxY","id="" onmouseover=alert(1) """,1
GET,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: UyWPkmVN",id=%3B%20ls%20-la,1
GET,/checkout,"User-Agent: Mozilla/6.0
X-Request-ID: IggGLmdo",lang=<script>alert(1)</script>,1
POST,/login?id=false,"User-Agent: Mozilla/4.0
X-Request-ID: OyIhyGzl",,0
GET,/checkout,"User-Agent: Mozilla/4.0
X-Request-ID: wjLABHfg",username=' OR 1=1 --,1
PUT,/product?username=../../../../windows/win.ini,"User-Agent: Mozilla/4.0
X-Request-ID: gOgYtlRV",,1
PUT,/product,"User-Agent: Mozilla/6.0
X-Request-ID: SkZUcumd",file=%7C%20whoami,1
GET,/search?lang=true,"User-Agent: Mozilla/5.0
X-Request-ID: fGjGOBQo",,0
GET,/search?file=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: BWSFYugh",,0
PUT,/login?page=; ls -la,"User-Agent: Mozilla/5.0
X-Request-ID: bXdqTTkV",,1
POST,/product?lang=item45,"User-Agent: Mozilla/6.0
X-Request-ID: oLzaOtVX",,0
PUT,/api/user,"User-Agent: Mozilla/6.0
X-Request-ID: CchOavFz",username=%7C%20whoami,1
POST,/product,"User-Agent: Mozilla/4.0
X-Request-ID: wDqTYWDP",q=%3Cscript%3Ealert%281%29%3C/script%3E,1
POST,/blog?id=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: djmkMWNj",,1
POST,/login?page=../../etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: HUvehPrT",,1
PUT,/blog?username=false,"User-Agent: Mozilla/6.0
X-Request-ID: SGAgtaMI",,0
POST,/blog?lang=../../../../windows/win.ini,"User-Agent: Mozilla/6.0
X-Request-ID: jJQkVUEf",,1
GET,/login?file=123,"User-Agent: Mozilla/6.0
X-Request-ID: yNusRYfJ",,0
PUT,/blog?page=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: UpxIOcbE",,0
GET,/product,"User-Agent: Mozilla/4.0
X-Request-ID: xwWbmXfs",username=%3Cimg%20src%3Dx%20onerror%3Dalert%281%29%3E,1
PUT,/api/user?username=123,"User-Agent: Mozilla/6.0
X-Request-ID: cXFietZM",,0
PUT,/search?q=<img src=x onerror=alert(1)>,"User-Agent: Mozilla/5.0
X-Request-ID: aPSOqRzi",,1
PUT,/login?file=item45,"User-Agent: Mozilla/6.0
X-Request-ID: mnokxZZc",,0
GET,/login?lang=category1,"User-Agent: Mozilla/4.0
X-Request-ID: UYufXZqq",,0
POST,/api/user?q=item45,"User-Agent: Mozilla/5.0
X-Request-ID: fwpEqasq",,0
GET,/checkout?q=iphone,"User-Agent: Mozilla/5.0
X-Request-ID: PEkAkHZq",,0
POST,/search,"User-Agent: Mozilla/6.0
X-Request-ID: FLNMzaZV",username=/etc/shadow,1
PUT,/checkout?username=%22%20onmouseover%3Dalert%281%29%20%22,"User-Agent: Mozilla/6.0
X-Request-ID: mWdPicdE",,1
POST,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: jxtDPZZB",search=| whoami,1
PUT,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: WEdhXASw",search=../../etc/passwd,1
POST,/product?file=%27%20UNION%20SELECT%20NULL%2CNULL%20--,"User-Agent: Mozilla/6.0
X-Request-ID: PHiUErbM",,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: iuiwRblu",q='; DROP TABLE users; --,1
POST,/api/user?file=john,"User-Agent: Mozilla/6.0
X-Request-ID: IIaVNBFo",,0
POST,/checkout?page=%60id%60,"User-Agent: Mozilla/4.0
X-Request-ID: ghctHONU",,1
POST,/search?q=' OR 'a'='a,"User-Agent: Mozilla/4.0
X-Request-ID: clbzLAqb",,1
PUT,/checkout?page=category1,"User-Agent: Mozilla/4.0
X-Request-ID: poQyvbAx",,0
POST,/api/user?q=false,"User-Agent: Mozilla/6.0
X-Request-ID: ZATbgSRH",,0
POST,/product?lang=english,"User-Agent: Mozilla/6.0
X-Request-ID: QgXcXQkR",,0
GET,/login?username=&& cat /etc/passwd,"User-Agent: Mozilla/4.0
X-Request-ID: dXRluQft",,1
GET,/search?search=true,"User-Agent: Mozilla/4.0
X-Request-ID: bnurorQp",,0
POST,"/api/user?id=' UNION SELECT NULL,NULL --","User-Agent: Mozilla/5.0
X-Request-ID: qxpsdMmw",,1
PUT,/api/user?lang=john,"User-Agent: Mozilla/6.0
X-Request-ID: UzrigWMw",,0
PUT,/blog?username=123,"User-Agent: Mozilla/5.0
X-Request-ID: UaCGIolS",,0
GET,/search?lang=category1,"User-Agent: Mozilla/5.0
X-Request-ID: FqjiojOH",,0
PUT,/product?id=iphone,"User-Agent: Mozilla/4.0
X-Request-ID: oDjoNiGX",,0
POST,/search?q=' OR 1=1 --,"User-Agent: Mozilla/6.0
X-Request-ID: UVcszrFZ",,1
GET,/login,"User-Agent: Mozilla/5.0
X-Request-ID: nyulJYkQ","q=' UNION SELECT NULL,NULL --",1
PUT,/blog?page=123,"User-Agent: Mozilla/6.0
X-Request-ID: KzJLuaOx",,0
GET,/login?q='; DROP TABLE users; --,"User-Agent: Mozilla/4.0
X-Request-ID: jgQawDtH",,1
POST,/search?search=%27%3B%20DROP%20TABLE%20users%3B%20--,"User-Agent: Mozilla/4.0
X-Request-ID: pxMZFezb",,1
PUT,/search?username=laptop,"User-Agent: Mozilla/6.0
X-Request-ID: udyHTNvO",,0
POST,/checkout?username=&& cat /etc/passwd,"User-Agent: Mozilla/5.0
X-Request-ID: zoGBhpEL",,1
GET,/api/user,"User-Agent: Mozilla/5.0
X-Request-ID: DOQFzGkd",username=%27%20OR%20%27a%27%3D%27a,1
GET,/blog?page=123,"User-Agent: Mozilla/5.0
X-Request-ID: mVWEmScE",,0
PUT,/product,"User-Agent: Mozilla/6.0
X-Request-ID: KCGQPmyX",id=%27%20OR%201%3D1%20--,1
